India,Rajasthan,Barli,,Dera Rawatsar,Fort Barli,Village Barli  District Ajmer,Barli,,"220 0770, 236 0717",service@fortbarli.com  reservations@fortbarli.com,http://www.fortbarli.com,,141,13,,H,
India,Rajasthan,Barli,,Dera Rawatsar,Fort Barli,Village Barli  District Ajmer,Barli,,"220 0770, 236 0717",service@fortbarli.com  reservations@fortbarli.com,http://www.fortbarli.com,,141,13,,WEB,
India,Rajasthan,Barli,,Dera Rawatsar,Fort Barli,Village Barli  District Ajmer,Barli,,"220 0770, 236 0717",service@fortbarli.com  reservations@fortbarli.com,http://www.fortbarli.com,,141,13,,COM,1
India,Karnataka,Bangalore,Kerala Adventures Pvt Ltd,,The Park,"14/7 Mahatma Gandhi Road,",Bangalore,560 042,2559 4666,resv.blr@theparkhotels.com,,,80,13,,H,
India,Kerala,Kochi,Amritara,,Poovath Heritage,"1/246, Dutch Cemetery Road  Fort Cocin",Kochi,682 001,"2215223, 221524",,,,484,13,,H,
India,Kerala,Mararikulam,,,Abad Turtle Beach Resort,"Varankavala, Pollathai P.O,   ",Mararikulam,688 567,286 0965,jojo@magicmomentholidays.com  crs4@abadhotels.in  reservations@abadhotels.com,http://www.abadhotels.com/mararibeach/,,478,13,Central reservations: 0484-4144145,H,
India,Kerala,Mararikulam,,,Abad Turtle Beach Resort,"Varankavala, Pollathai P.O,   ",Mararikulam,688 567,286 0965,jojo@magicmomentholidays.com  crs4@abadhotels.in  reservations@abadhotels.com,http://www.abadhotels.com/mararibeach/,,478,13,Central reservations: 0484-4144145,COM,1
India,Kerala,Mararikulam,,,Abad Turtle Beach Resort,"Varankavala, Pollathai P.O,   ",Mararikulam,688 567,286 0965,jojo@magicmomentholidays.com  crs4@abadhotels.in  reservations@abadhotels.com,http://www.abadhotels.com/mararibeach/,,478,13,Central reservations: 0484-4144145,WEB,
India,Rajasthan,Udaipur,,,Hotel Pichola Haveli,"64, Ganguarghat,  Opp. Bagore Ki Haveli",Udaipur,313 001,2413653 / 54,pummy_rock@hotmail.com  info@picholahaveli.com,,,294,13,,H,
India,Punjab,Amritsar,,,M.K. Hotel,District Shopping Centre  Ranjit Avenue    ,Amritsar,143 001,250 4610-11,info@mkhotel.com  sales@mkhotel.com  ,www.mkhotel.com,,183,13,,H,
India,Punjab,Amritsar,,,M.K. Hotel,District Shopping Centre  Ranjit Avenue    ,Amritsar,143 001,250 4610-11,info@mkhotel.com  sales@mkhotel.com  ,www.mkhotel.com,,183,13,,ST,1
India,Punjab,Amritsar,,,M.K. Hotel,District Shopping Centre  Ranjit Avenue    ,Amritsar,143 001,250 4610-11,info@mkhotel.com  sales@mkhotel.com  ,www.mkhotel.com,,183,13,,RIK,
India,Kerala,Kovalam,Kerala Adventures Pvt Ltd,,Abad Harmonia Beach Resort,Chowara P.O,Kovalam,695 501,2269665 /2268341,,,,471,13,,H,
India,Maharashtra,Mumbai,,,Hotel Bawa International,"Nehru Road,  Near Domestic Airport  Vile Parle ( East)",Mumbai,400 099,26113636,reservations@bawahotels.com,,,22,13,,H,
India,Kerala,Kochi,,,Napier House,Napier Lane  Napier Street  Fort Cochin,Kochi,682 001,"221 6296, 221 5715",contact@napierhouse.com  napierhouse@gmail.com,www.napierhouse.com,,484,13,,H,
India,Kerala,Kochi,,,Old Harbour Hotel,"1/328, Tower Road  Fort Cochin",Kochi,682 001,"221 8006, 221 8007",raintree@fortcochin.com  edgarpinto@yahoo.com,www.oldharbourhotel.com,,484,13,,H,
India,Kerala,Kochi,,,Old Harbour Hotel,"1/328, Tower Road  Fort Cochin",Kochi,682 001,"221 8006, 221 8007",raintree@fortcochin.com  edgarpinto@yahoo.com,www.oldharbourhotel.com,,484,13,,HH,
India,Kerala,Kochi,,,Old Harbour Hotel,"1/328, Tower Road  Fort Cochin",Kochi,682 001,"221 8006, 221 8007",raintree@fortcochin.com  edgarpinto@yahoo.com,www.oldharbourhotel.com,,484,13,,COM,1
India,Kerala,Kochi,,,Old Harbour Hotel,"1/328, Tower Road  Fort Cochin",Kochi,682 001,"221 8006, 221 8007",raintree@fortcochin.com  edgarpinto@yahoo.com,www.oldharbourhotel.com,,484,13,,WEB,
India,Kerala,Kochi,,,Koder House,Tower Road  Fort Cochin,Kochi,682 001,221 8485-88,koderhouse@gmail.com,www.koderhouse.com,,484,13,,H,
India,Kerala,Kochi,Abad Hotels and Resorts,,Abad Grande Residencia,1/373 Princes Street  Fort Cochin,Kochi,682 001,221 8984 / 85,abad.grande@gmail.com  abad@vsnl.com  crs3@abadhotels.in,,,484,13,,H,
India,Kerala,Kochi,Neemrana Hotels Pvt. Ltd.,,Le Colonial,"1/315, Church Road  next to St Francis Church  Fort Cochin",Kochi,682 001,221 7181-2-3-4,lecolonial@neemranahotels.com,www.neemranahotels.com,,484,13, 80866 77472,H,
India,Kerala,Mararikulam,Kerala Backwaters (P) Ltd.,,Marari Fishermen Village Beach Resort,Pollethai     ,Mararikulam,688 567,"224 3462, 223 1145, 224 1693, 224 1691",info@mararifishermenvillagebeachresort.com  info@atdcalleppey.com,www.mararifishermenvillagebeachresort.com,,477,13,,H,
India,Kerala,Mararikulam,,,Arakal Heritage,Chethy P.O.  ,Mararikulam,688 530,286 5545,arakalheritage@gmail.com  abi@arakal.com,www.arakal.com,,478,13,,H,
India,Kerala,Mararikulam,Amritara,,A Beach Symphony,West of Mararikulam Beach Junction,Mararikulam,688 549,,reservations@amritara.co.in,www.abeachsymphony.com,,,13,,H,
India,Kerala,Mararikulam,Amritara,,A Beach Symphony,West of Mararikulam Beach Junction,Mararikulam,688 549,,reservations@amritara.co.in,www.abeachsymphony.com,,,13,,COM,3
India,Kerala,Mararikulam,Amritara,,A Beach Symphony,West of Mararikulam Beach Junction,Mararikulam,688 549,,reservations@amritara.co.in,www.abeachsymphony.com,,,13,,WEB,
India,Kerala,Mararikulam,The Old Courtyard ,,The Beach at Pollethai,,Mararikulam,,,,,,,13,,H,
India,Kerala,Alleppey,,,Tharavad Heritage Resort,West of North Police Station  Sea View Ward,Allapuzha,688 012,224 4599,info@tharavadheritageresort.com  alleppeytharavad@gmail.com,www.tharavadheritageresort.com,,477,13,,H,
India,Kerala,Alleppey,,,Raheem Residency,Beach Road,Alleppey,688 012,"223 9767, 2230767",contact@raheemresidency.com,www.raheemresidency.com,,477,13,85890 39767,H,
India,Kerala,Alleppey,,,Emerald Isle,Kanjooparambil-Manimalathara  Chathurthyakary P.O.,Alleppey,688 511,"270 3899, 329 0577",info@emeraldislekerala.com  ,www.emeraldislekerala.com,,477,13,,H,
India,Kerala,Alleppey,,,Emerald Isle,Kanjooparambil-Manimalathara  Chathurthyakary P.O.,Alleppey,688 511,"270 3899, 329 0577",info@emeraldislekerala.com  ,www.emeraldislekerala.com,,477,13,,HH,
India,Kerala,Alleppey,,,Emerald Isle,Kanjooparambil-Manimalathara  Chathurthyakary P.O.,Alleppey,688 511,"270 3899, 329 0577",info@emeraldislekerala.com  ,www.emeraldislekerala.com,,477,13,,HS,
India,Kerala,Alleppey,,,Emerald Isle,Kanjooparambil-Manimalathara  Chathurthyakary P.O.,Alleppey,688 511,"270 3899, 329 0577",info@emeraldislekerala.com  ,www.emeraldislekerala.com,,477,13,,ST,1
India,Kerala,Alleppey,,,Emerald Isle,Kanjooparambil-Manimalathara  Chathurthyakary P.O.,Alleppey,688 511,"270 3899, 329 0577",info@emeraldislekerala.com  ,www.emeraldislekerala.com,,477,13,,WEB,
India,Kerala,Alleppey,,,Akkarakalam Memoirs,Chennamkary P.O.,Allapuzha,688 501,276 2345,info@akkarakalammemoirs.com,www.akkarakalammemoirs.com,,477,13,,H,
India,Kerala,Alleppey,Casa Del Fauno,,Casa Del Fauno Boutique Backwater Homestay,Muhamma P.O.,Allapuzha,688 525,098957 66444,,www.casadelfauno.in,,,13,,H,
India,Kerala,Alleppey,The Malabar House,,Privacy at Sanctuary Bay,"TP111/185, Kannankara P.O.  Thaneermukkom",Allapuzha,688 527,258 2794,reservations@malabarhouse.com,,,478,13,,H,
India,Kerala,Kumarakom,,,Philip Kuttys Farm,Pallivathukal  Ambika Market P.O.  Vechoor  Kottayam District,Kumarakom,686 144,"276 529, 276 530, 275 130",mail@philipkuttysfarm.com  philipkuttys@satyam.net.in,www.philipkuttysfarm.com,,4829,13,,H,
India,Kerala,Kothamangalam,Periyar River Lodge Office,,The Periyar River Lodge,Anakkayam  Kuttampuzha P.O.  Near Thattekad Bird Sanctuary,Kothamangalam,,258 8315,,,,485,13,,H,
India,Kerala,Kothamangalam,,,Mundackal Plantation Homestay,Mundackal Estate  Pindimana P.O.,Kothamangalam,686 698,"257 0717, 320 2000",nestholidays@hotmail.com,www.mundackalhomestay.com,,485,13,,H,
India,Kerala,Munnar,,,Olive Brook,"P.B. No. 62, Pothamedu  ",Munnar,685 612,"230 588, 231 079",mail@olivebrookmunnar.com  ,www.olivebrookmunnar.com,,4865,13,94470 71076,H,
India,Kerala,Munnar,,,Olive Brook,"P.B. No. 62, Pothamedu  ",Munnar,685 612,"230 588, 231 079",mail@olivebrookmunnar.com  ,www.olivebrookmunnar.com,,4865,13,94470 71076,ST,1
India,Kerala,Munnar,,,Olive Brook,"P.B. No. 62, Pothamedu  ",Munnar,685 612,"230 588, 231 079",mail@olivebrookmunnar.com  ,www.olivebrookmunnar.com,,4865,13,94470 71076,WEB,
India,Kerala,Munnar,,,Rose Gardens Homestay,N.H. 49 Road  Karadiparra,Munnar,685 611,278 243,mail@munnarhomestays.com,www.munnarhomestays.com,,4864,13,,H,
India,Kerala,Munnar,,,Nature Zone,Pullipara  Pallivasal,Munnar,685 612,320 0077,"reservations@rudrahospitality.com, sales@rudrahospitality.com",http://www.naturezoneresort.com/,,471,13,,H,
India,Kerala,Munnar,Casa Del Fauno,,Casa Del Fauno Boutique Homestay on the Hills,Peak Gardens  Chinnakanal Post  Muttukadu,Munnar,685 618," 09895766444, 9447222020",info@casadelfauno.in,www.casadelfauno.in,,3048769,13,,H,
India,Kerala,Thekkady,,,The Wildernest,Thekkady Road  Kumily  Idukki District,Thekkady,685 536,"224030, 211471",contact@wildernest-kerala.com,www.wildernest-kerala.com,,4869,13,88933 20828,H,
India,Kerala,Thekkady,,,The Wildernest,Thekkady Road  Kumily  Idukki District,Thekkady,685 536,"224030, 211471",contact@wildernest-kerala.com,www.wildernest-kerala.com,,4869,13,88933 20828,ST,1
India,Kerala,Thekkady,,,The Wildernest,Thekkady Road  Kumily  Idukki District,Thekkady,685 536,"224030, 211471",contact@wildernest-kerala.com,www.wildernest-kerala.com,,4869,13,88933 20828,WEB,
India,Kerala,Thekkady,,,Pepper County,"Kizhakkethalakkal H  1st mile, Kumily",Thekkady,685 509,222 064,peppercounty@rediffmail.com,www.peppercounty.com,,4869,13,,H,
India,Kerala,Murinjapuzha,,,Paradisa Plantation Retreat,Murinjapuzha P.O.  Idukki District,Murinjapuzha,685 532,270 1311,info@paradisaretreat.com  paradisa@rediffmail.com  paradisaretreat@yahoo.co.in,www.paradisaretreat.com,,469,13,,H,
India,Kerala,Vazhoor,The Malabar House,,Serenity at Kanam Estate,Payikad  Kanam P.O.,Vazhoor,686 515,245 6353,,,,481,13,,H,
India,Kerala,Teekoy,,,Vanilla County,Mavady Estate  Kottayam District,Teekoy,686 580,281 225,vanillacounty@gmail.com,vanillacounty.in,,4822,13,,H,
India,Kerala,Teekoy,,,Vanilla County,Mavady Estate  Kottayam District,Teekoy,686 580,281 225,vanillacounty@gmail.com,vanillacounty.in,,4822,13,,HS,
India,Kerala,Teekoy,,,Vanilla County,Mavady Estate  Kottayam District,Teekoy,686 580,281 225,vanillacounty@gmail.com,vanillacounty.in,,4822,13,,ST,1
India,Kerala,Teekoy,,,Vanilla County,Mavady Estate  Kottayam District,Teekoy,686 580,281 225,vanillacounty@gmail.com,vanillacounty.in,,4822,13,,WEB,
India,Kerala,Varkala,,,Villa Jacaranda,Temple Road West,Varkala,695 141,261 0296,villajacaranda@yahoo.co.in,www.villa-jacaranda.biz,,470,13,,H,
India,Kerala,Palakkad,,,The Olappamanna Mana,Vellinezhi P.O.,Pallakad,679 504,"228 5383, 228 5797",olappamannadamodaran@gmail.com,www.olappamannamana.com,,466,13,,H,
India,Karnataka,Gokarna,,,SwaSwara,"Om Beach, Donibhail  ",Gokarna,581 326,"257 132-3, 235 197",swaswara@cghearth.com,http://www.swaswara.com/,,8386,13,,H,
India,Karnataka,Gokarna,,,SwaSwara,"Om Beach, Donibhail  ",Gokarna,581 326,"257 132-3, 235 197",swaswara@cghearth.com,http://www.swaswara.com/,,8386,13,,SH,1
India,Karnataka,Gokarna,,,SwaSwara,"Om Beach, Donibhail  ",Gokarna,581 326,"257 132-3, 235 197",swaswara@cghearth.com,http://www.swaswara.com/,,8386,13,,WEB,
India,Tamil Nadu,Chettinad,Travelcart India Pvt Ltd,,Visalam,"7/1-143, Local Fund Road  Kanadukathan",Chettinad,630 103,"273 354, 273 301",visalam@cghearth.com,http://www.cghearth.com/visalam,,4565,13,,H,
India,Tamil Nadu,Chettinad,Travelcart India Pvt Ltd,,Visalam,"7/1-143, Local Fund Road  Kanadukathan",Chettinad,630 103,"273 354, 273 301",visalam@cghearth.com,http://www.cghearth.com/visalam,,4565,13,,COM,1
India,Tamil Nadu,Chettinad,Travelcart India Pvt Ltd,,Visalam,"7/1-143, Local Fund Road  Kanadukathan",Chettinad,630 103,"273 354, 273 301",visalam@cghearth.com,http://www.cghearth.com/visalam,,4565,13,,WEB,
India,Kerala,Meppadi,Aarsha Hospitality,,Aranyakam,Valatur Rippon  Wayanad,Meppadi,673 577,"280 261, 322 123, 322 501",stay@aranyakam.com  ,www.aranyakam.com,,4936,13,,H,
India,Kerala,Meppadi,Aarsha Hospitality,,Aranyakam,Valatur Rippon  Wayanad,Meppadi,673 577,"280 261, 322 123, 322 501",stay@aranyakam.com  ,www.aranyakam.com,,4936,13,,HS,
India,Kerala,Lakkidi,,,Rain Country Resorts,Wayanad,Lakkidi,673 576,"329 798, 329 800",resorts@raincountryresort.com  ekanil@sancharnet.in,www.raincountryresort.com,,4936,13,,H,
India,Kerala,Tellicherry,,,Ayisha Manzil,Court Road,Tellicherry,670 101,341 590,ayishamanzil@rediffmail.com  ,,,4902,13,,H,
India,Kerala,Alleppey,Travelcart India Pvt Ltd,,Kettuvallam (Houseboat),,Alleppey,,"266 9933, 266 8594, 266 9944, 266 9955",mail@travelcartindia.com,,,484,13,,H,
India,Kerala,Alleppey,Travelcart India Pvt Ltd,,Kettuvallam (Houseboat),,Alleppey,,"266 9933, 266 8594, 266 9944, 266 9955",mail@travelcartindia.com,,,484,13,,COM,1
India,Kerala,Alleppey,Travelcart India Pvt Ltd,,Kettuvallam (Houseboat),,Alleppey,,"266 9933, 266 8594, 266 9944, 266 9955",mail@travelcartindia.com,,,484,13,,WEB,
India,Madhya Pradesh,Bhopal,,,Ivy Suites,"26-A, Nadir Colony  Shamla Hills  ",Bhopal,462 013,"423 4753, 423 5508",prashar26@yahoo.com,www.ivysuites.in,,755,13,,H,
India,Madhya Pradesh,Indore,,,Rashid Kothi,"22, Yeshwant Niwas Road",Indore,452 003,254 5060,ashanu@hotmail.com,http://www.ahilyafort.com/your_stay_indore.php,,731,13,,H,
India,Madhya Pradesh,Maheshwar,Tiger Top Cultural & Adventure Tours Pvt. Ltd.,,Ahilya Fort,,Maheshwar,451 224,273 329,info@ahilyafort.com,www.ahilyafort.com,,7283,13,,H,
India,Madhya Pradesh,Maheshwar,Tiger Top Cultural & Adventure Tours Pvt. Ltd.,,Ahilya Fort,,Maheshwar,451 224,273 329,info@ahilyafort.com,www.ahilyafort.com,,7283,13,,HH,
India,Madhya Pradesh,Maheshwar,Tiger Top Cultural & Adventure Tours Pvt. Ltd.,,Ahilya Fort,,Maheshwar,451 224,273 329,info@ahilyafort.com,www.ahilyafort.com,,7283,13,,SH,1
India,Madhya Pradesh,Maheshwar,Tiger Top Cultural & Adventure Tours Pvt. Ltd.,,Ahilya Fort,,Maheshwar,451 224,273 329,info@ahilyafort.com,www.ahilyafort.com,,7283,13,,WEB,
India,Madhya Pradesh,Barnagar,Fort Amla Booking Office,,Fort Amla,Barnagar Tehsil  District Ujjain,Barnagar,456 017,260 133,fortamla@gmail.com,www.fortamla.com,,7367,13,,H,
India,Madhya Pradesh,Barnagar,Fort Amla Booking Office,,Fort Amla,Barnagar Tehsil  District Ujjain,Barnagar,456 017,260 133,fortamla@gmail.com,www.fortamla.com,,7367,13,,HH,
India,Madhya Pradesh,Barnagar,Fort Amla Booking Office,,Fort Amla,Barnagar Tehsil  District Ujjain,Barnagar,456 017,260 133,fortamla@gmail.com,www.fortamla.com,,7367,13,,WEB,
India,Madhya Pradesh,Barnagar,Fort Amla Booking Office,,Fort Amla,Barnagar Tehsil  District Ujjain,Barnagar,456 017,260 133,fortamla@gmail.com,www.fortamla.com,,7367,13,,ST,1
India,Madhya Pradesh,Mandu,,,MPTDC Malwa Resort,Roopmati Road  District Dhar,Mandu,450 020,263 235,mresoertm@mptourism.com,www.mptourism.com,,7292,13,,H,
India,Madhya Pradesh,Omkareshwar,,,MPTDC Narmada Resort,,Omkareshwar,450 554,271 455,omkereshwar@mptourism.com,www.mptourism.com,,7280,13,,H,
India,Madhya Pradesh,Ujjain,,,MPTDC Shipra Residency,Near Madhav Club,Ujjain,,255 1495,shipra@mptourism.com,www.mptourism.com,,734,13,,H,
India,Madhya Pradesh,Maheshwar,,,MPTDC Narmada Retreat,,Maheshwar,451 224,273 455,maheshwar@mptourism.com,www.mptourism.com,,7283,13,,H,
India,Madhya Pradesh,Pench,,,MPTDC Kiplings Court,,Pench,,232 830,kcpench@mptourism.com,www.mptourism.com,,7695,13,,H,
India,Madhya Pradesh,Maheshwar,Tiger Top Cultural & Adventure Tours Pvt. Ltd.,,Labbooz Lodge,Ahilya Fort,Maheshwar,451 224,,,,,,13,,H,
India,Goa,Goa,,,Panchavatti,Corjuem Island        India  ,Aldona,403 508,,info@islaingoa.com,www.islaingoa.com,,,13,,H,
India,Goa,Goa,,,Panjim Inn,"E-212, 31st January Road  Fontainhas  Panaji",Goa,403 001,"222 1122, 222 6523, 243 5628",panjimin@bsnl.in  ajit_sukhija@yahoo.com  reservations@panjiminn.com,www.panjiminn.com,,832,13,,H,
India,Goa,Goa,,,Panjim Inn,"E-212, 31st January Road  Fontainhas  Panaji",Goa,403 001,"222 1122, 222 6523, 243 5628",panjimin@bsnl.in  ajit_sukhija@yahoo.com  reservations@panjiminn.com,www.panjiminn.com,,832,13,,ST,5
India,Goa,Goa,,,Panjim Inn,"E-212, 31st January Road  Fontainhas  Panaji",Goa,403 001,"222 1122, 222 6523, 243 5628",panjimin@bsnl.in  ajit_sukhija@yahoo.com  reservations@panjiminn.com,www.panjiminn.com,,832,13,,HH,
India,Goa,Goa,,,Panjim Inn,"E-212, 31st January Road  Fontainhas  Panaji",Goa,403 001,"222 1122, 222 6523, 243 5628",panjimin@bsnl.in  ajit_sukhija@yahoo.com  reservations@panjiminn.com,www.panjiminn.com,,832,13,,WEB,
India,Goa,Goa,,,Panjim Inn,"E-212, 31st January Road  Fontainhas  Panaji",Goa,403 001,"222 1122, 222 6523, 243 5628",panjimin@bsnl.in  ajit_sukhija@yahoo.com  reservations@panjiminn.com,www.panjiminn.com,,832,13,,RIK,
India,Goa,Goa,,,Marbella Guesthouse,Sinquerim,Goa,,2479551,marbella_goa@yahoo.com,www.marbellagoa.com,,832,13,,H,
India,Goa,Goa,Affairz,,Dwarka Eco Beach Resort,Cola Beach Road  Mattimol  Canacona  Cola Beach,Goa,403 702,,dwarkagoa@gmail.com,www.dwarkagoa.com,,,13,"8551056490, 9823957046",H,
India,Goa,Goa,Affairz,,Dwarka Eco Beach Resort,Cola Beach Road  Mattimol  Canacona  Cola Beach,Goa,403 702,,dwarkagoa@gmail.com,www.dwarkagoa.com,,,13,"8551056490, 9823957046",ST,2
India,Goa,Goa,Affairz,,Dwarka Eco Beach Resort,Cola Beach Road  Mattimol  Canacona  Cola Beach,Goa,403 702,,dwarkagoa@gmail.com,www.dwarkagoa.com,,,13,"8551056490, 9823957046",WEB,
India,Goa,Goa,Affairz,,Dwarka Eco Beach Resort,Cola Beach Road  Mattimol  Canacona  Cola Beach,Goa,403 702,,dwarkagoa@gmail.com,www.dwarkagoa.com,,,13,"8551056490, 9823957046",RIK,
India,Goa,Goa,,,Fort Tiracol Heritage Hotel,Pernem District   ,Tiracol,403 524,652 9653,info@forttiracol.com  reservations@forttiracol.com  ,www.forttiracol.com,,832,13,,H,
India,Gujarat,Ahmedabad,Indo West Tours,,The House of Mangaldas Girdhardas,Opp. Sidi Saiyad Mosque  Lal Darwaja,Ahmedabad,380 001,25506946,customercare@houseofmg.com,www.houseofmg.com,,79,13,,H,
India,Gujarat,Ahmedabad,Indo West Tours,,The House of Mangaldas Girdhardas,Opp. Sidi Saiyad Mosque  Lal Darwaja,Ahmedabad,380 001,25506946,customercare@houseofmg.com,www.houseofmg.com,,79,13,,HH,
India,Gujarat,Ahmedabad,Indo West Tours,,The House of Mangaldas Girdhardas,Opp. Sidi Saiyad Mosque  Lal Darwaja,Ahmedabad,380 001,25506946,customercare@houseofmg.com,www.houseofmg.com,,79,13,,WEB,
India,Gujarat,Ahmedabad,Indo West Tours,,The House of Mangaldas Girdhardas,Opp. Sidi Saiyad Mosque  Lal Darwaja,Ahmedabad,380 001,25506946,customercare@houseofmg.com,www.houseofmg.com,,79,13,,COM,1
India,Gujarat,Ahmedabad,Indo West Tours,,The House of Mangaldas Girdhardas,Opp. Sidi Saiyad Mosque  Lal Darwaja,Ahmedabad,380 001,25506946,customercare@houseofmg.com,www.houseofmg.com,,79,13,,RIK,
India,Gujarat,Hodka,Indo West Tours,,Shaam-E-Sarhad Village Resort,,Hodka,,,hodka.in@gmail.com,www.hodka.in,,,13,,H,
India,Gujarat,Hodka,Indo West Tours,,Shaam-E-Sarhad Village Resort,,Hodka,,,hodka.in@gmail.com,www.hodka.in,,,13,,ST,1
India,Gujarat,Hodka,Indo West Tours,,Shaam-E-Sarhad Village Resort,,Hodka,,,hodka.in@gmail.com,www.hodka.in,,,13,,WEB,
India,Gujarat,Hodka,Indo West Tours,,Shaam-E-Sarhad Village Resort,,Hodka,,,hodka.in@gmail.com,www.hodka.in,,,13,,RIK,
India,Gujarat,Sayla,,,Bell Guest House,Sayla Circle  Ahmedabad - Rajkot Highway  P.O. Sayla  Distict Surendranagar,Sayla,363 430,,saylaheritage@rediffmail.com  ,http://bellguesthouse.com,,2755,13,,H,
India,Gujarat,Sayla,,,Bell Guest House,Sayla Circle  Ahmedabad - Rajkot Highway  P.O. Sayla  Distict Surendranagar,Sayla,363 430,,saylaheritage@rediffmail.com  ,http://bellguesthouse.com,,2755,13,,ST,1
India,Gujarat,Sayla,,,Bell Guest House,Sayla Circle  Ahmedabad - Rajkot Highway  P.O. Sayla  Distict Surendranagar,Sayla,363 430,,saylaheritage@rediffmail.com  ,http://bellguesthouse.com,,2755,13,,WEB,
India,Gujarat,Palitana,North West Safaries,,Vijay Vilas Palace,Village Adpur  P.O. Gheti  Dist. Bhavnagar  ,Palitana,364 265,28 2371,vishwa_adpur@yahoo.co.in,www.ahmedabadcity.com/palitana,,2848,13,,H,
India,Gujarat,Palitana,North West Safaries,,Vijay Vilas Palace,Village Adpur  P.O. Gheti  Dist. Bhavnagar  ,Palitana,364 265,28 2371,vishwa_adpur@yahoo.co.in,www.ahmedabadcity.com/palitana,,2848,13,,HH,
India,Gujarat,Palitana,North West Safaries,,Vijay Vilas Palace,Village Adpur  P.O. Gheti  Dist. Bhavnagar  ,Palitana,364 265,28 2371,vishwa_adpur@yahoo.co.in,www.ahmedabadcity.com/palitana,,2848,13,,WEB,
India,Gujarat,Palitana,North West Safaries,,Vijay Vilas Palace,Village Adpur  P.O. Gheti  Dist. Bhavnagar  ,Palitana,364 265,28 2371,vishwa_adpur@yahoo.co.in,www.ahmedabadcity.com/palitana,,2848,13,,ST,1
India,Gujarat,Palitana,North West Safaries,,Vijay Vilas Palace,Village Adpur  P.O. Gheti  Dist. Bhavnagar  ,Palitana,364 265,28 2371,vishwa_adpur@yahoo.co.in,www.ahmedabadcity.com/palitana,,2848,13,,RIK,
India,Gujarat,Moti Virani,Indo West Tours,,Centre for Desert and Ocean (CEDO),PO - Moti-Virani  Taluka-Nakhtrana  Kutch  ,Moti Virani,370 665,"200025, 221284",cedoindia@yahoo.com,www.cedobirding.com,,2835,13,,H,
India,Gujarat,Mandvi,North West Safaries,,Beach Camp,Vijay Vilas Palace Estate  ,Mandvi,,29 5725,reservations@mandvibeach.com,www.mandvibeach.com,,2834,13,,H,
India,Gujarat,Sasangir,North West Safaries,,Gir Birding Lodge,Bhambafod Naka  Junagadh district,Sasangir,362 135,295 5140,,,,2877,13,,H,
India,Gujarat,Sasangir,North West Safaries,,Gir Birding Lodge,Bhambafod Naka  Junagadh district,Sasangir,362 135,295 5140,,,,2877,13,,ST,1
India,Gujarat,Sasangir,North West Safaries,,Gir Birding Lodge,Bhambafod Naka  Junagadh district,Sasangir,362 135,295 5140,,,,2877,13,,WEB,
India,Gujarat,Sasangir,North West Safaries,,Gir Birding Lodge,Bhambafod Naka  Junagadh district,Sasangir,362 135,295 5140,,,,2877,13,,RIK,
India,Orissa,Chilika lake,Lipsha Travels,,Geo Eco Camp,,Chilka lake,,,,,,,13,,H,
India,Rajasthan,Udaipur,,,Fateh Garh,Sisarma,Udaipur,313 001,"243 4252, 243 2961",info@fatehgarh.in  frontoffice@fatehgarh.in,www.fatehgarh.in,,294,13,,H,
India,Rajasthan,Udaipur,,,Fateh Garh,Sisarma,Udaipur,313 001,"243 4252, 243 2961",info@fatehgarh.in  frontoffice@fatehgarh.in,www.fatehgarh.in,,294,13,,SH,2
India,Rajasthan,Udaipur,,,Fateh Garh,Sisarma,Udaipur,313 001,"243 4252, 243 2961",info@fatehgarh.in  frontoffice@fatehgarh.in,www.fatehgarh.in,,294,13,,RIK,
India,Rajasthan,Udaipur,,,Fateh Garh,Sisarma,Udaipur,313 001,"243 4252, 243 2961",info@fatehgarh.in  frontoffice@fatehgarh.in,www.fatehgarh.in,,294,13,,WEB,
India,Delhi,Delhi,,,DolphInn,"D-982, New Friends Colony",Delhi,110 065,4701 0000,helpdesk@dolphinn.in  buti.tyagi@dolphinn.com,www.dolphinn.in,,11,13,,H,
India,Delhi,Delhi,,,The Manor,77 Friends Colony (West),Delhi,110 065,"2692 5151, 2692 7510",info@themanordelhi.com,www.themanordelhi.com,,11,13,,H,
India,Rajasthan,Jodhpur,,,Sathin Garh,Village Sathin  Near Pipar City  Distt. Jodhpur,Jodhpur,,"242160, 09829814966, 09929251740",sathingarh@yahoo.co.in,,,2930,13,,H,
India,Delhi,Delhi,Casa Boutique Hotels,,Casa Dera Mandi,"12, Shisham Lane  Mehrauli",Delhi,,0 99714 25558,sudhir.casa@gmail.com  casaboutiquehotels@gmail.com,www.casaboutiquehotels.com,,,13,,H,
India,Kerala,Neeleshwar,Neeleshwar Booking Office - AB Chapri Retreats,,Neeleshwar Hermitage,"Neeleshwar , Malabar,   Northern Kerala",Neeleshwar,,2287510,reservations@neeleshwarhermitage.com,www.neeleshwarhermitage.com,,467,13,,H,
India,Kerala,Neeleshwar,Neeleshwar Booking Office - AB Chapri Retreats,,Neeleshwar Hermitage,"Neeleshwar , Malabar,   Northern Kerala",Neeleshwar,,2287510,reservations@neeleshwarhermitage.com,www.neeleshwarhermitage.com,,467,13,,SH,1
India,Kerala,Neeleshwar,Neeleshwar Booking Office - AB Chapri Retreats,,Neeleshwar Hermitage,"Neeleshwar , Malabar,   Northern Kerala",Neeleshwar,,2287510,reservations@neeleshwarhermitage.com,www.neeleshwarhermitage.com,,467,13,,WEB,
