state,city,organisation,description,costservices_id,addressbook_id,services_id,wef,remarks,tourleaderfree,servicecharges,agentcharges,commissionontransport,cities_id,costservicesdistinct_id,costservicesothers_id,costservices_id,frompax,topax,costperperson,costpergroup,remarks,tourleaderfree,currencies_id,resident,tourleader,SpecialGst,nett
Madhya Pradesh,Kanha,Chitvan Jungle Lodge,Shared afternoon jeep safari in Kanha National Park,7204,3017,1132,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3674,7204,1,10,3200,0,,0,13,4,0,,1
Madhya Pradesh,Kanha,Chitvan Jungle Lodge,Morning and afternoon jeep safaris in Kanha National Park,7205,3017,1133,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3675,7205,1,10,6400,0,,0,13,4,0,,1
Madhya Pradesh,Kanha,Chitvan Jungle Lodge,Private jeep safari in Kanha N.P.,7206,3017,1243,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3676,7206,1,4,0,7000,,0,13,4,0,,1
Madhya Pradesh,Kanha,Chitvan Jungle Lodge,Private jeep safari in Kanha N.P.,7206,3017,1243,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3677,7206,5,8,0,14000,,0,13,4,0,,1
Madhya Pradesh,Kanha,Chitvan Jungle Lodge,Private jeep safari in Kanha N.P.,7206,3017,1243,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3678,7206,9,12,0,21000,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Kings Lodge,Private jeep with naturalist in Bandhavgarh National Park,7207,2651,1246,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3679,7207,1,4,0,11000,9500 for jeep + 1500 for naturalist,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Kings Lodge,Private jeep with naturalist in Bandhavgarh National Park,7207,2651,1246,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3680,7207,5,8,0,22000,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Kings Lodge,Private jeep with naturalist in Bandhavgarh National Park,7207,2651,1246,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3681,7207,9,12,0,33000,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Nature Heritage Resort,Private jeep safari in Bandhavgarh N.P.,7189,2217,1242,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3650,7189,1,6,0,6000,,0,13,4,0,5,0
Madhya Pradesh,Bandhavgarh,Nature Heritage Resort,Private jeep safari in Bandhavgarh N.P.,7189,2217,1242,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3651,7189,7,12,0,12000,,0,13,4,0,5,0
Madhya Pradesh,Kanha,Courtyard House,Shared afternoon jeep safari in Kanha National Park,7190,2733,1132,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3652,7190,1,10,2000,0,,0,13,4,0,5,0
Madhya Pradesh,Kanha,Courtyard House,Private jeep safari in Kanha N.P.,7191,2733,1243,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3653,7191,1,6,0,6000,,0,13,4,0,5,0
Madhya Pradesh,Kanha,Courtyard House,Private jeep safari in Kanha N.P.,7191,2733,1243,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3654,7191,7,12,0,12000,,0,13,4,0,5,0
Madhya Pradesh,Khajuraho,Colleague Tours Pvt. Ltd.,Excursion to Panna National Park,7105,2136,1203,2019-10-01T00:00:00,Panna N.P. is closed on Every Wednesday Afternoon and on Holi Festival.,,,0,0,154,,3579,7105,1,4,0,5500,,0,13,4,0,5,0
Madhya Pradesh,Khajuraho,Colleague Tours Pvt. Ltd.,Excursion to Panna National Park,7105,2136,1203,2019-10-01T00:00:00,Panna N.P. is closed on Every Wednesday Afternoon and on Holi Festival.,,,0,0,154,,3580,7105,5,8,0,11000,,0,13,4,0,5,0
Madhya Pradesh,Khajuraho,Colleague Tours Pvt. Ltd.,Excursion to Panna National Park,7105,2136,1203,2019-10-01T00:00:00,Panna N.P. is closed on Every Wednesday Afternoon and on Holi Festival.,,,0,0,154,,3581,7105,9,12,0,16500,,0,13,4,0,5,0
Madhya Pradesh,Bandhavgarh,Monsoon Forest,Jeep safari in Bandhavgarh National Park,6904,3139,1128,2019-10-01T00:00:00,Safari bookings will be made only when 100% advance is received. Safaris once booked are nonrefundable.,,,,,22,,3482,6904,1,4,0,6500,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Monsoon Forest,Jeep safari in Bandhavgarh National Park,6904,3139,1128,2019-10-01T00:00:00,Safari bookings will be made only when 100% advance is received. Safaris once booked are nonrefundable.,,,,,22,,3483,6904,5,8,0,13000,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Monsoon Forest,Jeep safari in Bandhavgarh National Park,6904,3139,1128,2019-10-01T00:00:00,Safari bookings will be made only when 100% advance is received. Safaris once booked are nonrefundable.,,,,,22,,3484,6904,9,12,0,19500,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Monsoon Forest,Shared afternoon jeep safari in Bandhavgarh National Park,6905,3139,1129,2019-10-01T00:00:00,Safari bookings will be made only when 100% advance is received. Safaris once booked are nonrefundable.,,,0,0,22,,3485,6905,1,4,0,6500,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Monsoon Forest,Shared afternoon jeep safari in Bandhavgarh National Park,6905,3139,1129,2019-10-01T00:00:00,Safari bookings will be made only when 100% advance is received. Safaris once booked are nonrefundable.,,,0,0,22,,3486,6905,5,8,0,13000,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Monsoon Forest,Shared afternoon jeep safari in Bandhavgarh National Park,6905,3139,1129,2019-10-01T00:00:00,Safari bookings will be made only when 100% advance is received. Safaris once booked are nonrefundable.,,,0,0,22,,3487,6905,9,12,0,19500,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Monsoon Forest,Morning and afternoon jeep safaris in Bandhavgarh National Park,6906,3139,1130,2019-10-01T00:00:00,Safari bookings will be made only when 100% advance is received. Safaris once booked are nonrefundable.,,,0,0,22,,3488,6906,1,4,0,13000,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Monsoon Forest,Morning and afternoon jeep safaris in Bandhavgarh National Park,6906,3139,1130,2019-10-01T00:00:00,Safari bookings will be made only when 100% advance is received. Safaris once booked are nonrefundable.,,,0,0,22,,3489,6906,5,8,0,26000,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Monsoon Forest,Morning and afternoon jeep safaris in Bandhavgarh National Park,6906,3139,1130,2019-10-01T00:00:00,Safari bookings will be made only when 100% advance is received. Safaris once booked are nonrefundable.,,,0,0,22,,3490,6906,9,12,0,39000,,0,13,4,0,,1
Madhya Pradesh,Satpura,Forsyth Lodge,Jungle walk,6852,3081,1225,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3465,6852,1,2,,3300,,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Jungle walk,6852,3081,1225,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3466,6852,3,10,1500,0,,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Morning jeep safari in Satpura National Park,6853,3081,1361,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3467,6853,1,4,,7150,,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Morning jeep safari in Satpura National Park,6853,3081,1361,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3978,6853,5,8,0,14300,,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Morning jeep safari in Satpura National Park,6853,3081,1361,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3979,6853,9,12,0,21450,,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Private jeep safari with naturalist in Satpura National Park,6849,3081,1222,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3458,6849,1,4,0,9150,Individual or Per group of up to 4,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Private jeep safari with naturalist in Satpura National Park,6849,3081,1222,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3459,6849,5,8,0,18300,,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Private jeep safari with naturalist in Satpura National Park,6849,3081,1222,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3460,6849,9,12,0,27450,,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Twilight safari in Satpura National Park,6850,3081,1223,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3461,6850,9,12,0,19800,,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Twilight safari in Satpura National Park,6850,3081,1223,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3462,6850,5,8,0,13200,,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Twilight safari in Satpura National Park,6850,3081,1223,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3468,6850,1,4,0,6600,Per shared Jeep for up to 4 people,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Canoe safari,6851,3081,1224,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3463,6851,1,2,0,3300,,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Canoe safari,6851,3081,1224,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3464,6851,3,10,1500,0,,0,13,4,0,5,0
Madhya Pradesh,Panna,Ken River Lodge,Jeep safari with naturalist in Panna National Park,6827,3103,1232,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,,,584,,3422,6827,1,4,0,8500,,0,13,4,0,5,0
Madhya Pradesh,Panna,Ken River Lodge,Jeep safari with naturalist in Panna National Park,6827,3103,1232,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,,,584,,3423,6827,5,8,0,17000,,0,13,4,0,5,0
Madhya Pradesh,Panna,Ken River Lodge,Jeep safari with naturalist in Panna National Park,6827,3103,1232,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,,,584,,3424,6827,9,12,0,25500,,0,13,4,0,5,0
Madhya Pradesh,Panna,Ken River Lodge,Afternoon jeep safari in Panna National Park,6828,3103,1233,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,584,,3425,6828,1,4,0,8500,,0,13,4,0,5,0
Madhya Pradesh,Panna,Ken River Lodge,Afternoon jeep safari in Panna National Park,6828,3103,1233,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,584,,3426,6828,5,8,0,17000,,0,13,4,0,5,0
Madhya Pradesh,Panna,Ken River Lodge,Afternoon jeep safari in Panna National Park,6828,3103,1233,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,584,,3427,6828,9,12,0,25500,,0,13,4,0,5,0
Madhya Pradesh,Panna,Ken River Lodge,Morning and afternoon jeep safaris in Panna National Park,6829,3103,1234,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,584,,3428,6829,1,4,0,17000,,0,13,4,0,5,0
Madhya Pradesh,Panna,Ken River Lodge,Morning and afternoon jeep safaris in Panna National Park,6829,3103,1234,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,584,,3429,6829,5,8,0,34000,,0,13,4,0,5,0
Madhya Pradesh,Panna,Ken River Lodge,Morning and afternoon jeep safaris in Panna National Park,6829,3103,1234,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,584,,3430,6829,9,12,0,51000,,0,13,4,0,5,0
Madhya Pradesh,Satpura,Denwa Backwater Escape,Private jeep safari with naturalist in Satpura National Park,6830,3105,1222,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,,,632,,3431,6830,1,4,0,10000,8500 for jeep + 1500 for naturalist,0,13,4,0,,1
Madhya Pradesh,Satpura,Denwa Backwater Escape,Private jeep safari with naturalist in Satpura National Park,6830,3105,1222,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,,,632,,3432,6830,5,8,0,20000,,0,13,4,0,,1
Madhya Pradesh,Satpura,Denwa Backwater Escape,Private jeep safari with naturalist in Satpura National Park,6830,3105,1222,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,,,632,,3433,6830,9,12,0,30000,,0,13,4,0,,1
Madhya Pradesh,Satpura,Denwa Backwater Escape,Twilight safari in Satpura National Park,6831,3105,1223,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3434,6831,1,4,0,8500,,0,13,4,0,,1
Madhya Pradesh,Satpura,Denwa Backwater Escape,Twilight safari in Satpura National Park,6831,3105,1223,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3435,6831,5,8,0,17000,,0,13,4,0,,1
Madhya Pradesh,Satpura,Denwa Backwater Escape,Twilight safari in Satpura National Park,6831,3105,1223,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3436,6831,9,12,0,25500,,0,13,4,0,,1
Madhya Pradesh,Kanha,Courtyard House,Jeep safari in Kanha National Park,6813,2733,1131,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3388,6813,1,10,2000,,,0,13,4,0,5,0
Madhya Pradesh,Bandhavgarh,Tree House Hideaway,Morning and afternoon jeep safaris in Bandhavgarh National Park,6821,3104,1130,2019-10-01T00:00:00,English Speaking Naturalist Charge :1500/- per jeep/Safari  (Applicable only in Exclusive safari)  ,,,,,22,,3404,6821,1,4,0,19000,,0,13,4,0,5,0
Madhya Pradesh,Bandhavgarh,Tree House Hideaway,Morning and afternoon jeep safaris in Bandhavgarh National Park,6821,3104,1130,2019-10-01T00:00:00,English Speaking Naturalist Charge :1500/- per jeep/Safari  (Applicable only in Exclusive safari)  ,,,,,22,,3405,6821,5,8,0,38000,,0,13,4,0,5,0
Madhya Pradesh,Bandhavgarh,Tree House Hideaway,Morning and afternoon jeep safaris in Bandhavgarh National Park,6821,3104,1130,2019-10-01T00:00:00,English Speaking Naturalist Charge :1500/- per jeep/Safari  (Applicable only in Exclusive safari)  ,,,,,22,,3406,6821,9,12,0,57000,,0,13,4,0,5,0
Madhya Pradesh,Bandhavgarh,Tree House Hideaway,Jeep safari in Bandhavgarh National Park,6822,3104,1128,2019-10-01T00:00:00,English Speaking Naturalist Charge :1500/- per jeep/Safari  (Applicable only in Exclusive safari)  ,,,0,0,22,,3407,6822,1,4,0,9500,,0,13,4,0,5,0
Madhya Pradesh,Bandhavgarh,Tree House Hideaway,Jeep safari in Bandhavgarh National Park,6822,3104,1128,2019-10-01T00:00:00,English Speaking Naturalist Charge :1500/- per jeep/Safari  (Applicable only in Exclusive safari)  ,,,0,0,22,,3408,6822,5,8,0,19000,,0,13,4,0,5,0
Madhya Pradesh,Bandhavgarh,Tree House Hideaway,Jeep safari in Bandhavgarh National Park,6822,3104,1128,2019-10-01T00:00:00,English Speaking Naturalist Charge :1500/- per jeep/Safari  (Applicable only in Exclusive safari)  ,,,0,0,22,,3409,6822,9,12,0,28500,,0,13,4,0,5,0
Madhya Pradesh,Bandhavgarh,Tree House Hideaway,Shared afternoon jeep safari in Bandhavgarh National Park,6823,3104,1129,2019-10-01T00:00:00,English Speaking Naturalist Charge :1500/- per jeep/Safari  (Applicable only in Exclusive safari)  ,,,0,0,22,,3410,6823,1,4,0,9500,,0,13,4,0,5,0
Madhya Pradesh,Bandhavgarh,Tree House Hideaway,Shared afternoon jeep safari in Bandhavgarh National Park,6823,3104,1129,2019-10-01T00:00:00,English Speaking Naturalist Charge :1500/- per jeep/Safari  (Applicable only in Exclusive safari)  ,,,0,0,22,,3411,6823,5,8,0,19000,,0,13,4,0,5,0
Madhya Pradesh,Bandhavgarh,Tree House Hideaway,Shared afternoon jeep safari in Bandhavgarh National Park,6823,3104,1129,2019-10-01T00:00:00,English Speaking Naturalist Charge :1500/- per jeep/Safari  (Applicable only in Exclusive safari)  ,,,0,0,22,,3412,6823,9,12,0,28500,,0,13,4,0,5,0
Orissa,Dhenkanal,Travel Link Pvt Ltd,Full-day exploration of Dhenkanal,7360,778,1235,2019-10-01T00:00:00,,,,,,636,,3796,7360,1,10,1000,0,Village & Mahima Temple Joranda Expenses,0,13,4,0,,0
Orissa,Chilika lake,Travel Link Pvt Ltd,Boat trip on Chilika Lake,7568,778,1049,2020-10-01T00:00:00,,,,,,80,,3980,7568,1,4,3700,0,,0,13,4,0,5,0
Orissa,Chilika lake,Travel Link Pvt Ltd,Boat trip on Chilika Lake,7568,778,1049,2020-10-01T00:00:00,,,,,,80,,3981,7568,5,8,7400,0,,0,13,4,0,5,0
Orissa,Chilika lake,Travel Link Pvt Ltd,Boat trip on Chilika Lake,7568,778,1049,2020-10-01T00:00:00,,,,,,80,,3982,7568,9,12,11100,0,,0,13,4,0,5,0
Orissa,Chilika lake,Travel Link Pvt Ltd,Boat trip on Chilika Lake,7463,778,1049,2019-10-01T00:00:00,,,,,,80,,3953,7463,1,4,3700,0,,0,13,4,0,5,0
Orissa,Chilika lake,Travel Link Pvt Ltd,Boat trip on Chilika Lake,7463,778,1049,2019-10-01T00:00:00,,,,,,80,,3954,7463,5,8,7400,0,,0,13,4,0,5,0
Orissa,Chilika lake,Travel Link Pvt Ltd,Boat trip on Chilika Lake,7463,778,1049,2019-10-01T00:00:00,,,,,,80,,3955,7463,9,12,11100,0,,0,13,4,0,5,0
Orissa,Puri,Travel Link Pvt Ltd,Visit Chilika lake enroute to Bhubaneswar,7584,778,1364,2019-10-01T00:00:00,,,,0,0,342,,3987,7584,1,4,0,3700,Boat trip,0,13,4,0,5,0
Orissa,Puri,Travel Link Pvt Ltd,Visit Chilika lake enroute to Bhubaneswar,7584,778,1364,2019-10-01T00:00:00,,,,0,0,342,,3988,7584,5,8,0,7400,,0,13,4,0,5,0
Orissa,Puri,Travel Link Pvt Ltd,Visit Chilika lake enroute to Bhubaneswar,7584,778,1364,2019-10-01T00:00:00,,,,0,0,342,,3989,7584,9,12,0,11100,,0,13,4,0,5,0
Rajasthan,Narlai,Rawla Narlai,Morning Narlai village walk,6803,404,1124,2019-10-01T00:00:00,,,,0,0,302,,3373,6803,1,10,0,0,Village walk is complimentary,0,13,4,0,,0
Rajasthan,Narlai,Rawla Narlai,Dinner at the step-well,6804,404,1123,2019-10-01T00:00:00,,,,0,0,302,,3374,6804,2,10,6000,0,,0,13,4,0,,1
Rajasthan,Padarla,Godwad Leopard Safari Camp,Wildlife safari,7533,2988,1171,2020-12-14T00:00:00,,,,,,622,,3956,7533,1,5,0,0,One safari included in the Jungle Plan,0,13,4,0,,1
Rajasthan,Padarla,Godwad Leopard Safari Camp,Wildlife safari,7533,2988,1171,2020-12-14T00:00:00,,,,,,622,,3957,7533,6,10,0,0,Two jeeps,0,13,4,0,,1
Rajasthan,Padarla,Godwad Leopard Safari Camp,Extra optional private wildlife safari,7534,2988,1172,2020-12-14T00:00:00,"The cost for a safari on sharing basis is Rs 2,000/- per person.",,,0,0,622,,3958,7534,1,5,,6000,Private jeep safari,0,13,4,0,,1
Rajasthan,Padarla,Godwad Leopard Safari Camp,Extra optional private wildlife safari,7534,2988,1172,2020-12-14T00:00:00,"The cost for a safari on sharing basis is Rs 2,000/- per person.",,,0,0,622,,3959,7534,6,10,,12000,two jeeps,0,13,4,0,,1
Rajasthan,Dholpur,Raj Niwas Palace,Chambal boat safari,7554,3013,1197,2021-10-01T00:00:00,,,,,,627,,3976,7554,1,6,0,7000,,0,13,4,0,18,0
Rajasthan,Dholpur,Raj Niwas Palace,Chambal boat safari,7554,3013,1197,2021-10-01T00:00:00,,,,,,627,,3977,7554,7,12,0,14000,,0,13,4,0,18,0
Rajasthan,Deogarh,Deogarh Mahal,Afternoon jeep safari (Rural Ramble),7419,401,828,2020-10-01T00:00:00,,,0,0,0,105,884,3894,7419,2,10,1500,0,Jeep safari,0,13,4,0,18,0
